               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  57,            0.025892,            0.019313,           0.0047543,             0.90503,             0.86253,              0.9109,             0.69239,            0.027481,            0.015385,           0.0074797,            0.004456,            0.004456,            0.004456
                  58,            0.025576,            0.020703,           0.0046886,              0.9113,               0.878,             0.90725,             0.69729,            0.026693,            0.015426,           0.0076456,            0.004357,            0.004357,            0.004357
                  59,            0.025205,             0.01973,           0.0046442,             0.89777,             0.89344,             0.90197,              0.6812,            0.027121,            0.015619,           0.0075979,            0.004258,            0.004258,            0.004258
                  60,            0.026135,            0.021214,           0.0045079,             0.93054,             0.87796,             0.91309,             0.68783,            0.026964,            0.015249,           0.0075908,            0.004159,            0.004159,            0.004159
                  61,            0.025484,            0.019855,           0.0045026,             0.91838,               0.883,             0.91611,             0.70371,            0.026152,            0.015354,           0.0075221,             0.00406,             0.00406,             0.00406
                  62,              0.0249,            0.019527,           0.0042758,             0.90673,             0.88127,             0.91668,             0.69674,            0.026565,            0.015163,           0.0073214,            0.003961,            0.003961,            0.003961
                  63,             0.02509,            0.020919,           0.0044953,             0.91563,             0.89438,             0.91716,             0.70397,            0.026435,            0.015096,           0.0073266,            0.003862,            0.003862,            0.003862
                  64,            0.024436,            0.018978,           0.0039329,             0.91459,             0.89569,             0.92237,             0.70384,            0.026094,            0.015144,           0.0072446,            0.003763,            0.003763,            0.003763
                  65,            0.024555,            0.018906,           0.0041893,             0.91233,             0.89826,             0.92794,             0.70287,            0.026632,            0.014878,           0.0073652,            0.003664,            0.003664,            0.003664
                  66,            0.024282,            0.018831,           0.0042316,             0.91808,              0.8943,              0.9225,             0.70413,            0.026008,            0.015015,           0.0068593,            0.003565,            0.003565,            0.003565
                  67,             0.02363,            0.019979,           0.0041509,             0.90894,             0.89162,             0.92431,             0.71144,             0.02592,            0.015129,           0.0068321,            0.003466,            0.003466,            0.003466
                  68,            0.023708,             0.01968,           0.0040078,             0.90666,             0.87797,             0.91946,             0.70992,            0.025211,            0.015356,           0.0068583,            0.003367,            0.003367,            0.003367
                  69,            0.023807,            0.019651,           0.0040072,             0.92338,             0.88164,             0.91325,             0.70372,            0.025766,            0.015498,           0.0072379,            0.003268,            0.003268,            0.003268
                  70,            0.022896,            0.019121,           0.0040019,             0.93076,             0.87181,             0.91499,             0.69952,             0.02594,            0.015657,           0.0074005,            0.003169,            0.003169,            0.003169
                  71,            0.023975,            0.019495,           0.0044547,             0.91557,             0.87473,             0.91653,             0.70173,            0.025858,            0.015558,           0.0071545,             0.00307,             0.00307,             0.00307
                  72,            0.023569,            0.019571,           0.0043137,             0.93742,             0.86946,             0.91739,             0.71377,             0.02569,            0.015278,           0.0073032,            0.002971,            0.002971,            0.002971
                  73,            0.022903,            0.019053,           0.0039257,             0.92679,             0.87365,             0.91561,             0.70568,            0.025488,            0.015369,           0.0074568,            0.002872,            0.002872,            0.002872
                  74,             0.02171,            0.018068,           0.0038933,             0.94281,             0.87826,             0.91458,              0.7024,            0.025403,            0.015413,           0.0072446,            0.002773,            0.002773,            0.002773
                  75,            0.022198,            0.018892,           0.0043335,             0.92286,              0.8827,             0.91575,             0.70969,            0.025566,            0.015463,           0.0075073,            0.002674,            0.002674,            0.002674
                  76,            0.022818,            0.019564,           0.0041768,             0.92129,             0.88568,             0.91266,             0.69606,            0.025519,            0.015528,           0.0074368,            0.002575,            0.002575,            0.002575
                  77,            0.022105,            0.019729,           0.0037144,             0.92383,             0.87182,              0.9138,             0.70839,            0.025353,            0.015396,           0.0072541,            0.002476,            0.002476,            0.002476
                  78,            0.021731,            0.017961,           0.0036923,             0.93909,             0.88773,             0.91735,              0.7089,            0.025452,            0.015429,           0.0070796,            0.002377,            0.002377,            0.002377
                  79,            0.022128,            0.018427,            0.003967,             0.92081,             0.89441,             0.91737,             0.71638,            0.025225,            0.015512,           0.0070496,            0.002278,            0.002278,            0.002278
                  80,            0.021448,            0.019187,           0.0037628,              0.9276,             0.88551,             0.91945,             0.71905,            0.025146,            0.015562,            0.007195,            0.002179,            0.002179,            0.002179
                  81,            0.020923,            0.018382,           0.0034568,             0.92772,             0.88946,             0.91834,             0.71826,            0.024793,            0.015539,           0.0070238,             0.00208,             0.00208,             0.00208
                  82,            0.022322,            0.018305,           0.0040223,             0.92881,             0.89404,             0.91639,             0.71957,            0.024874,            0.015541,           0.0069785,            0.001981,            0.001981,            0.001981
                  83,            0.021378,            0.019285,           0.0034718,              0.9186,             0.90501,              0.9126,             0.71533,            0.025033,            0.015594,            0.007143,            0.001882,            0.001882,            0.001882
                  84,            0.020929,            0.018971,           0.0036248,             0.92178,               0.896,              0.9146,              0.7116,            0.024922,            0.015341,           0.0072117,            0.001783,            0.001783,            0.001783
                  85,            0.021237,            0.017676,           0.0035369,             0.91736,             0.90506,             0.91708,             0.72171,            0.024669,            0.015261,           0.0072179,            0.001684,            0.001684,            0.001684
                  86,            0.021065,            0.018844,           0.0034716,             0.91899,             0.89857,              0.9202,             0.72066,            0.024859,            0.015453,           0.0072322,            0.001585,            0.001585,            0.001585
                  87,            0.021032,            0.017582,           0.0038513,             0.91391,             0.88068,             0.91756,             0.72124,            0.024553,            0.015358,           0.0071344,            0.001486,            0.001486,            0.001486
                  88,            0.020777,            0.018467,            0.003656,              0.8999,             0.90104,             0.91813,             0.72513,            0.024456,            0.015327,           0.0069532,            0.001387,            0.001387,            0.001387
                  89,            0.020736,            0.017207,           0.0036527,              0.8983,             0.90045,             0.91393,             0.72004,            0.024479,            0.015465,           0.0070043,            0.001288,            0.001288,            0.001288
                  90,            0.019756,            0.017914,           0.0033395,             0.90627,             0.88562,             0.91105,             0.71943,            0.024424,            0.015425,            0.006989,            0.001189,            0.001189,            0.001189
                  91,            0.019888,            0.017575,           0.0033495,             0.91918,             0.88843,             0.91432,             0.72686,            0.024654,             0.01548,           0.0071125,             0.00109,             0.00109,             0.00109
                  92,            0.020128,            0.017327,            0.003394,             0.91478,              0.8954,             0.91648,             0.72254,            0.024626,            0.015636,           0.0070777,            0.000991,            0.000991,            0.000991
                  93,            0.019328,            0.017187,           0.0031713,             0.91501,             0.89051,             0.91686,             0.72354,            0.024407,            0.015543,           0.0069818,            0.000892,            0.000892,            0.000892
                  94,            0.020033,            0.016895,           0.0031574,             0.91661,             0.88649,              0.9166,             0.72809,            0.024216,            0.015392,            0.006958,            0.000793,            0.000793,            0.000793
                  95,            0.019524,            0.017492,           0.0033872,             0.91504,              0.8906,             0.91311,             0.72249,            0.024395,            0.015484,           0.0070415,            0.000694,            0.000694,            0.000694
                  96,             0.02022,            0.018403,           0.0034654,             0.92079,             0.89315,             0.91793,             0.72709,            0.024201,            0.015415,           0.0070043,            0.000595,            0.000595,            0.000595
                  97,            0.018754,             0.01703,           0.0030461,             0.91554,              0.8887,             0.91774,             0.72555,            0.024281,            0.015471,           0.0070033,            0.000496,            0.000496,            0.000496
                  98,            0.019608,            0.017359,           0.0035237,             0.91095,             0.89225,             0.91753,             0.72612,            0.024252,            0.015518,           0.0070243,            0.000397,            0.000397,            0.000397
                  99,            0.019404,            0.016474,           0.0030663,             0.91132,             0.89015,             0.91718,             0.72644,            0.024135,            0.015476,           0.0070114,            0.000298,            0.000298,            0.000298
